,CHOOSE_DX,dxONAngle,dON1,cIDON1,dON_patch_1,nTON,dON,dxOFFAngle,dOFF1,cIDOFF1,dOFF_patch_1,nTOFF,dOFF,SUCCESS,nExp,dual_point_id,subpoint_time_seconds,total_execution_time,logp,dOFF/dON,Vote dOFF>dON
0,along_decision_boundary,89.75015616702986,0.16610782842742192,[3 7],0.16610782842742192,1,0.16610782842742192,86.96529910434887,0.0835608004228622,[3 7],0.0835608004228622,1,0.0835608004228622,False,1,1,0.6173584461212158,1.0651907920837402,0.0,0.5030515491891625,False
1,along_decision_boundary,74.36800010072056,0.05977324943001977,[0 8],0.05977324943001977,1,0.05977324943001977,86.85752045836821,0.12300579852811303,[1 8],0.12300579852811303,1,0.12300579852811303,True,2,2,0.6462664604187012,1.7184622287750244,-0.5,2.0578737094111554,True
2,along_decision_boundary,89.4518339351302,0.10210577790639046,[2 3],0.10210577790639046,1,0.10210577790639046,89.41568374669924,0.03436792465595218,[2 3],0.03436792465595218,1,0.03436792465595218,False,3,3,0.815331220626831,2.543790340423584,-0.0,0.33659137965199526,False
3,along_decision_boundary,89.40826919342143,0.06267628371494013,[2 5],0.06267628371494013,1,0.06267628371494013,83.65275385228698,0.008174087229671447,[2 5],0.008174087229671447,1,0.008174087229671447,False,4,4,0.534743070602417,3.08605694770813,-0.16666666666666669,0.13041754783752424,False
4,along_decision_boundary,71.00728599544772,0.06198991012015802,[2 5],0.06198991012015802,1,0.06198991012015802,82.12147013794048,0.06424765224401624,[2 5],0.06424765224401624,1,0.06424765224401624,True,5,5,0.5982792377471924,3.692333221435547,-0.5,1.0364211227195188,True
5,along_decision_boundary,83.13229572311023,0.03178235683657799,[2 4],0.03178235683657799,1,0.03178235683657799,85.25436843940047,0.12088134556936117,[2 4],0.12088134556936117,1,0.12088134556936117,True,6,6,0.7278261184692383,4.426161289215088,-0.09999999999999995,3.8034103698137343,True
6,along_decision_boundary,85.89391561371073,0.001999549360110485,[4 6],0.001999549360110485,1,0.001999549360110485,88.89369196967759,0.0696049234785124,[4 6],0.0696049234785124,1,0.0696049234785124,True,7,7,0.5574071407318115,4.99055814743042,-0.0,34.81030519529979,True
7,along_decision_boundary,74.81980370739495,0.33264500349172255,[4 9],0.33264500349172255,1,0.33264500349172255,77.98969207570485,0.8745676189720799,[4 9],0.8745676189720799,1,0.8745676189720799,True,8,8,0.8818197250366211,5.883347988128662,-0.07142857142857147,2.629131986928649,True
8,along_decision_boundary,72.09486536177863,0.22234250762080446,[3 9],0.22234250762080446,1,0.22234250762080446,77.80849291560254,0.0055498218404188586,[3 9],0.0055498218404188586,1,0.0055498218404188586,False,9,9,0.7366936206817627,6.632022380828857,-0.25,0.024960687453808156,False
9,along_decision_boundary,89.37352626367321,0.11038492502548018,[3 6],0.11038492502548018,1,0.11038492502548018,85.95170149439053,0.8257193699500136,[3 6],0.8257193699500136,1,0.8257193699500136,True,10,10,1.1641371250152588,7.803171157836914,-0.05555555555555561,7.480363552898302,True
10,along_decision_boundary,85.41816425538907,0.09862188989948834,[2 6],0.09862188989948834,1,0.09862188989948834,86.20090704732851,0.07583548712725106,[2 6],0.07583548712725106,1,0.07583548712725106,False,11,11,0.8154456615447998,8.630617141723633,-0.1999999999999999,0.768951874726186,False
11,along_decision_boundary,86.23907039060732,0.0768253195029791,[3 5],0.0768253195029791,1,0.0768253195029791,86.52534501637894,0.015418583360879555,[3 5],0.015418583360879555,1,0.015418583360879555,False,12,12,0.5409591197967529,9.17856740951538,-0.045454545454545484,0.200696638304012,False
12,along_decision_boundary,80.58167328927237,0.07343138478552622,[0 1],0.07343138478552622,1,0.07343138478552622,80.85937752052138,0.47976728961865867,[0 1],0.47976728961865867,1,0.47976728961865867,True,13,13,0.9479568004608154,10.131514310836792,-0.0,6.533545445451327,True
13,along_decision_boundary,80.30921942943837,0.07017847525936327,[7 9],0.07017847525936327,1,0.07017847525936327,87.3370843745393,0.004045875585542469,[7 9],0.004045875585542469,1,0.004045875585542469,False,14,14,0.5552988052368164,10.6958327293396,-0.03846153846153841,0.057651232384144234,False
