,CHOOSE_DX,dxONAngle,dON1,cIDON1,dON_patch_1,nTON,dON,dxOFFAngle,dOFF1,cIDOFF1,dOFF_patch_1,nTOFF,dOFF,SUCCESS,nExp,dual_point_id,subpoint_time_seconds,total_execution_time,logp,dOFF/dON,Vote dOFF>dON
0,along_decision_boundary,88.56467178729623,0.11272292808799093,[7 9],0.11272292808799093,1,0.11272292808799093,88.4338232070705,0.033139361769592646,[7 9],0.033139361769592646,1,0.033139361769592646,False,1,1,0.9998936653137207,1.9463675022125244,0.0,0.2939895399427899,False
1,along_decision_boundary,88.60141599040297,0.061366705061326125,[2 7],0.061366705061326125,1,0.061366705061326125,88.36407106848893,0.07765089702360876,[2 7],0.07765089702360876,1,0.07765089702360876,True,2,2,0.9839379787445068,3.0420360565185547,-0.5,1.2653587469949579,True
2,along_decision_boundary,89.65998753261131,0.5619732896928197,[6 9],0.5619732896928197,1,0.5619732896928197,89.25259216181702,0.16170030475695613,[6 9],0.16170030475695613,1,0.16170030475695613,False,3,3,0.7849583625793457,3.9167356491088867,-0.0,0.28773663752834794,False
3,along_decision_boundary,89.82154128998938,0.16456654302623255,[6 9],0.16456654302623255,1,0.16456654302623255,89.8996262681269,0.13108591624547397,[6 9],0.13108591624547397,1,0.13108591624547397,False,4,4,0.7656638622283936,4.773061513900757,-0.16666666666666669,0.7965526518022461,False
4,along_decision_boundary,88.1503411976316,5.307326043204975e-06,[0 9],5.307326043204975e-06,1,5.307326043204975e-06,88.8998993780231,0.13423869909813857,[1 9],0.13423869909813857,1,0.13423869909813857,True,5,5,0.9063684940338135,5.727308988571167,-0.5,25293.094489645267,True
5,along_decision_boundary,85.66226995499322,0.15281241005388274,[0 8],0.15281241005388274,1,0.15281241005388274,87.35758164487879,0.3268221509152107,[1 8],0.3268221509152107,1,0.3268221509152107,True,6,6,1.08351469039917,6.886373281478882,-0.09999999999999995,2.138714720878827,True
6,along_decision_boundary,87.68188156608852,0.5846426232173019,[2 4],0.5846426232173019,1,0.5846426232173019,88.45119639523287,0.036208014019539,[2 4],0.036208014019539,1,0.036208014019539,False,7,7,1.4390606880187988,8.4611656665802,-0.0,0.06193187527157268,False
7,along_decision_boundary,83.1935055946367,0.05390232751000818,[3 7],0.05390232751000818,1,0.05390232751000818,82.86524165599171,0.11784743475058897,[3 7],0.11784743475058897,1,0.11784743475058897,True,8,8,0.8188233375549316,9.361671924591064,-0.07142857142857147,2.186314398551861,True
8,along_decision_boundary,89.31506794791613,0.002980786711756336,[5 7],0.002980786711756336,1,0.002980786711756336,89.47347971033793,0.9824131197228048,[5 7],0.9824131197228048,1,0.9824131197228048,True,9,9,0.8685157299041748,10.324894189834595,-0.0,329.5818234320926,True
9,along_decision_boundary,89.66353384708817,0.0067934912326758365,[1 8],0.0067934912326758365,1,0.0067934912326758365,89.1669867007844,0.3041066529676995,[0 8],0.3041066529676995,1,0.3041066529676995,True,10,10,0.8525574207305908,11.216423988342285,-0.05555555555555561,44.76441384144059,True
10,along_decision_boundary,87.0499755175975,0.05374335521778763,[5 6],0.05374335521778763,1,0.05374335521778763,87.89566409403928,0.027345180343193543,[5 6],0.027345180343193543,1,0.027345180343193543,False,11,11,0.8705220222473145,12.13898491859436,-0.1999999999999999,0.5088104423771259,False
11,along_decision_boundary,86.89702997280115,0.23571236047306243,[7 9],0.23571236047306243,1,0.23571236047306243,87.49257236901522,0.20006504088307378,[7 9],0.20006504088307378,1,0.20006504088307378,False,12,12,1.133680820465088,14.236748933792114,-0.045454545454545484,0.8487677119755352,False
12,along_decision_boundary,84.68819082309244,0.4438167400765945,[8 9],0.4438167400765945,1,0.4438167400765945,84.78805665376917,0.008883557694720533,[8 9],0.008883557694720533,1,0.008883557694720533,False,13,13,1.0415081977844238,15.594846725463867,-0.0,0.020016274494710128,False
13,along_decision_boundary,83.32008468613228,1.364875436595562e-05,[0 9],1.364875436595562e-05,1,1.364875436595562e-05,85.98880477993562,0.3768130768387355,[1 9],0.3768130768387355,1,0.3768130768387355,True,14,14,0.9123668670654297,16.725849628448486,-0.03846153846153841,27607.87297767102,True
14,along_decision_boundary,83.0975802631634,0.31164626291368824,[5 6],0.31164626291368824,1,0.31164626291368824,82.75560582770464,0.5367369692890078,[5 6],0.5367369692890078,1,0.5367369692890078,True,15,15,1.1137800216674805,18.080353021621704,-0.0,1.7222634543115296,True
15,along_decision_boundary,85.17492050652837,0.03296916153809306,[3 9],0.03296916153809306,1,0.03296916153809306,86.21616634571575,0.014561523460383427,[3 9],0.014561523460383427,1,0.014561523460383427,False,16,16,0.8578834533691406,18.997198820114136,-0.03333333333333332,0.44167102774387595,False
16,along_decision_boundary,83.99694938670135,0.01905888691520938,[0 3],0.01905888691520938,1,0.01905888691520938,87.91275958401427,0.05740219367811094,[1 3],0.05740219367811094,1,0.05740219367811094,True,17,17,0.944481372833252,20.01845693588257,-0.0,3.011833478706609,True
17,along_decision_boundary,84.43114783434017,0.15172337606855574,[6 7],0.15172337606855574,1,0.15172337606855574,85.4392365118651,0.07174207540955142,[6 7],0.07174207540955142,1,0.07174207540955142,False,18,18,0.7531707286834717,20.867507457733154,-0.029411764705882366,0.4728478713598819,False
18,along_decision_boundary,87.6881563204008,0.11857623303972302,[3 4],0.11857623303972302,1,0.11857623303972302,87.2170523547395,0.06559044835955163,[3 4],0.06559044835955163,1,0.06559044835955163,False,19,19,0.778714656829834,21.702328205108643,-0.0,0.5531500426192393,False
19,along_decision_boundary,88.97831133354083,0.026659066553319247,[2 3],0.026659066553319247,1,0.026659066553319247,89.32610528203911,0.03438889876762951,[2 3],0.03438889876762951,1,0.03438889876762951,True,20,20,0.7089271545410156,22.477247714996338,-0.026315789473684265,1.2899513454025209,True
20,along_decision_boundary,87.54336079325323,0.21349526401610455,[5 6],0.21349526401610455,1,0.21349526401610455,87.95734065643983,0.11896490652422564,[5 6],0.11896490652422564,1,0.11896490652422564,False,21,21,1.2796545028686523,23.808019876480103,-0.0,0.5572250376254332,False
21,along_decision_boundary,82.25404542738924,0.014927416645495694,[3 6],0.014927416645495694,1,0.014927416645495694,82.07652518522963,0.04098769938604662,[3 6],0.04098769938604662,1,0.04098769938604662,True,22,22,0.9623372554779053,24.78235363960266,-0.02380952380952386,2.74579991698795,True
22,along_decision_boundary,83.28322017084773,0.016546507687384738,[1 3],0.016546507687384738,1,0.016546507687384738,83.05479149897339,3.5625146887658445e-06,[1 3],3.5625146887658445e-06,1,3.5625146887658445e-06,False,23,23,0.5921745300292969,25.631054878234863,-0.0,0.00021530311749602302,False
23,along_decision_boundary,86.95803710889774,0.4463428716568383,[8 9],0.4463428716568383,1,0.4463428716568383,87.33627285749905,0.0017158164527753543,[8 9],0.0017158164527753543,1,0.0017158164527753543,False,24,24,0.7037777900695801,26.381704807281494,-0.02173913043478258,0.0038441668092652438,False
24,along_decision_boundary,89.01565362094881,0.3174387764771529,[2 7],0.3174387764771529,1,0.3174387764771529,89.0155367066816,0.04898423963874398,[2 7],0.04898423963874398,1,0.04898423963874398,False,25,25,1.054145097732544,27.521749019622803,-0.08333333333333341,0.15431082548375918,False
25,along_decision_boundary,83.48279604292598,0.028851701624119014,[5 7],0.028851701624119014,1,0.028851701624119014,83.58435768359556,0.07600289685599074,[5 7],0.07600289685599074,1,0.07600289685599074,True,26,26,0.9615378379821777,28.566136121749878,-0.18,2.6342604622132573,True
26,along_decision_boundary,84.7042446130355,0.2103355730091524,[1 5],0.2103355730091524,1,0.2103355730091524,87.86734477891068,0.5567703890739006,[0 5],0.5567703890739006,1,0.5567703890739006,True,27,27,1.422804355621338,30.036949157714844,-0.07692307692307682,2.6470576570025734,True
27,along_decision_boundary,88.858221508116,0.36526322146885803,[0 1],0.36526322146885803,1,0.36526322146885803,89.37546035706205,0.15896063628366291,[0 1],0.15896063628366291,1,0.15896063628366291,False,28,28,1.0620620250701904,31.140799522399902,-0.018518518518518573,0.43519474981473255,False
28,along_decision_boundary,88.49907973424399,0.3117622838237721,[0 1],0.3117622838237721,1,0.3117622838237721,88.60489808167016,0.1410059134544675,[0 1],0.1410059134544675,1,0.1410059134544675,False,29,29,0.8594741821289062,32.10014581680298,-0.07142857142857137,0.4522866323822962,False
29,along_decision_boundary,87.20730658087506,0.33238422219843805,[7 9],0.33238422219843805,1,0.33238422219843805,87.18075055676069,0.5657306937527932,[7 9],0.5657306937527932,1,0.5657306937527932,True,30,30,0.9853239059448242,33.22104477882385,-0.1551724137931034,1.7020383519138402,True
30,along_decision_boundary,87.16431844810275,0.4012936878874317,[5 6],0.4012936878874317,1,0.4012936878874317,86.72204858130567,0.048103838122380504,[5 6],0.048103838122380504,1,0.048103838122380504,False,31,31,1.0945439338684082,34.36772322654724,-0.06666666666666664,0.11987190323281208,False
31,along_decision_boundary,88.2657070450311,0.4288338245038983,[1 8],0.4288338245038983,1,0.4288338245038983,83.90523032685232,0.12978157955672587,[0 8],0.12978157955672587,1,0.12978157955672587,False,32,32,1.019320011138916,35.420791149139404,-0.1451612903225807,0.30263839310452084,False
32,along_decision_boundary,89.94458326937375,0.014311711514361239,[2 4],0.014311711514361239,1,0.014311711514361239,89.40382921204043,0.4332401518914228,[2 4],0.4332401518914228,1,0.4332401518914228,True,33,33,1.1512889862060547,36.79564642906189,-0.25,30.27172197096646,True
33,along_decision_boundary,86.03138408381825,0.06458110589748572,[1 7],0.06458110589748572,1,0.06458110589748572,89.29783463576497,0.09081559454484678,[0 7],0.09081559454484678,1,0.09081559454484678,True,34,34,0.7050759792327881,37.65147924423218,-0.13636363636363646,1.4062254475636413,True
34,along_decision_boundary,85.96909813441854,0.5247216216783027,[4 9],0.5247216216783027,1,0.5247216216783027,86.00102147055277,0.03413485178085104,[4 9],0.03413485178085104,1,0.03413485178085104,False,35,35,1.5737104415893555,39.33300971984863,-0.05882352941176473,0.06505325942482029,False
35,along_decision_boundary,86.37870047548171,0.0807776435507422,[0 1],0.0807776435507422,1,0.0807776435507422,86.19720223552744,0.028824793758252847,[0 1],0.028824793758252847,1,0.028824793758252847,False,36,36,0.7440340518951416,40.2847695350647,-0.12857142857142867,0.3568412309545269,False
36,along_decision_boundary,87.62635966647724,0.08949517842244306,[5 7],0.08949517842244306,1,0.08949517842244306,87.13071859247694,0.07938089187452346,[5 7],0.07938089187452346,1,0.07938089187452346,False,37,37,0.7364931106567383,41.106886863708496,-0.22222222222222243,0.8869851233752812,False
37,along_decision_boundary,87.41140639192685,0.3618947713345081,[5 6],0.3618947713345081,1,0.3618947713345081,86.59275419839456,0.5719798477195899,[5 6],0.5719798477195899,1,0.5719798477195899,True,38,38,0.9506974220275879,42.16913080215454,-0.3378378378378376,1.5805142627797046,True
38,along_decision_boundary,87.2928758728414,0.46800497348405246,[7 9],0.46800497348405246,1,0.46800497348405246,87.31977400743898,0.11637793592582557,[7 9],0.11637793592582557,1,0.11637793592582557,False,39,39,0.626800537109375,42.88180422782898,-0.21052631578947364,0.24866816063823566,False
39,along_decision_boundary,88.67868359905918,0.5408559592305523,[2 9],0.5408559592305523,1,0.5408559592305523,88.44836122645566,0.7399926265980882,[2 9],0.7399926265980882,1,0.7399926265980882,True,40,40,1.2078115940093994,44.164525508880615,-0.32051282051282043,1.3681879878902274,True
40,along_decision_boundary,86.1891067346287,0.36097666757971514,[0 1],0.36097666757971514,1,0.36097666757971514,86.59005848782944,0.23989757752565327,[0 1],0.23989757752565327,1,0.23989757752565327,False,41,41,1.017282247543335,45.26867151260376,-0.1999999999999999,0.6645791794082543,False
41,along_decision_boundary,89.2081650375878,0.2912348633335027,[7 8],0.2912348633335027,1,0.2912348633335027,89.2483935095602,0.15751008566130706,[7 8],0.15751008566130706,1,0.15751008566130706,False,42,42,1.0951838493347168,46.445754289627075,-0.3048780487804878,0.5408352690279977,False
42,along_decision_boundary,89.49582890008642,0.18049348745892882,[5 6],0.18049348745892882,1,0.18049348745892882,89.46324048331608,0.07596051698666326,[5 6],0.07596051698666326,1,0.07596051698666326,False,43,43,0.74727463722229,47.235127210617065,-0.4285714285714288,0.42084907359301826,False
43,along_decision_boundary,87.40167544427025,0.19999132157479454,[5 7],0.19999132157479454,1,0.19999132157479454,88.42490338205324,0.37683031037509307,[5 7],0.37683031037509307,1,0.37683031037509307,True,44,44,1.447577714920044,48.80361604690552,-0.5697674418604648,1.8842333127648376,True
44,along_decision_boundary,85.17409318936706,0.03182702966542914,[7 9],0.03182702966542914,1,0.03182702966542914,85.20673958819452,1.4594425845523264,[7 9],1.4594425845523264,1,1.4594425845523264,True,45,45,1.479466438293457,50.41453289985657,-0.409090909090909,45.85544425270664,True
45,along_decision_boundary,89.00061515247634,0.01918362032951927,[5 9],0.01918362032951927,1,0.01918362032951927,88.94337916059845,0.03384118959631067,[5 9],0.03384118959631067,1,0.03384118959631067,True,46,46,0.762598991394043,51.27800965309143,-0.277777777777778,1.7640668974373257,True
46,along_decision_boundary,89.99200586717905,0.11072908381235474,[2 8],0.11072908381235474,1,0.11072908381235474,89.32979723890564,1.2839657566942326,[2 8],1.2839657566942326,1,1.2839657566942326,True,47,47,1.5329229831695557,52.85006093978882,-0.1739130434782611,11.595560195098196,True
47,along_decision_boundary,83.40055306413333,0.07548544632706267,[8 9],0.07548544632706267,1,0.07548544632706267,83.54340693430784,2.026414917474848,[8 9],2.026414917474848,1,2.026414917474848,True,48,48,0.9640448093414307,53.8781099319458,-0.09574468085106377,26.845107448855977,True
48,along_decision_boundary,88.86614515122636,0.1882149662960408,[3 7],0.1882149662960408,1,0.1882149662960408,88.74633948861774,0.1455513182590162,[3 7],0.1455513182590162,1,0.1455513182590162,False,49,49,0.7770843505859375,54.71976113319397,-0.04166666666666659,0.7733248908064011,False
